Causa_peaton,Condicion_fisica,Edad,Num_expediente,Sexo,Tipo_persona,Tipo_vehiculo
No es debido al peatón,Herido leve,55,2017S000496,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2017S000497,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2017S000498,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,46,2017S000499,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2017S000500,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2017S000500,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,30,2017S000501,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2017S000501,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2017S000502,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000503,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000504,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2017S000505,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,5,2017S000506,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,69,2017S000506,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,35,2017S000506,Hombre,Conductor,Autobús
No es debido al peatón,Herido leve,21,2017S000507,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,71,2017S000508,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000509,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000510,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000511,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000512,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,81,2017S000513,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,27,2017S000514,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000515,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,71,2017S000516,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,43,2017S000517,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000518,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,34,2017S000519,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,26,2017S000520,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,46,2017S000520,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,27,2017S000521,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000522,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,18,2017S000523,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000524,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,73,2017S000525,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,32,2017S000526,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,66,2017S000527,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000528,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000528,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000529,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,60,2017S000530,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000531,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000532,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000533,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000534,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,28,2017S000535,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,64,2017S000536,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,51,2017S000537,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000538,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,25,2017S000539,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2017S000540,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,30,2017S000541,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000542,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,46,2017S000543,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,23,2017S000544,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000545,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,43,2017S000546,Mujer,Peatón,Motocicleta
Desobedecer la señan del semáforo,Herido leve,42,2017S000546,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000547,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,29,2017S000547,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2017S000548,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,28,2017S000549,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000550,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2017S000551,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000552,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,61,2017S000553,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000554,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,27,2017S000555,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000556,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,26,2017S000556,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2017S000556,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000558,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,21,2017S000560,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,29,2017S000560,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,51,2017S000561,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,53,2017S000561,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000562,Mujer,Pasajero,Todo terreno
No es debido al peatón,Herido leve,7,2017S000562,Mujer,Pasajero,Todo terreno
No es debido al peatón,Herido leve,46,2017S000562,Hombre,Conductor,Todo terreno
No es debido al peatón,Herido leve,9,2017S000562,Hombre,Pasajero,Todo terreno
No es debido al peatón,Herido leve,17,2017S000562,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,36,2017S000562,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,45,2017S000562,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,22,2017S000563,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,46,2017S000564,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000565,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,25,2017S000569,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,51,2017S000569,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,28,2017S000570,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,49,2017S000571,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2017S000573,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000574,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,37,2017S000575,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2017S000576,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,46,2017S000577,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,43,2017S000578,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,41,2017S000580,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000581,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2017S000582,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,31,2017S000583,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000584,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,51,2017S000586,Mujer,Pasajero,Furgoneta
No es debido al peatón,Herido leve,55,2017S000586,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,37,2017S000586,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,43,2017S000586,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,30,2017S000587,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,41,2017S000587,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,27,2017S000588,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,23,2017S000590,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000590,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,67,2017S000591,Hombre,Peatón,Turismo
Cruzar por fuera paso de peatones,Herido grave,26,2017S000592,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,44,2017S000592,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,54,2017S000594,Mujer,Pasajero,Turismo
Desobedecer la señan del semáforo,Herido leve,42,2017S000595,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2017S000596,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,56,2017S000596,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,24,2017S000597,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2017S000597,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2017S000598,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000599,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,65,2017S000600,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,40,2017S000601,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,62,2017S000603,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000604,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000605,Mujer,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,24,2017S000606,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000607,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000609,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000610,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,26,2017S000611,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,42,2017S000612,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2017S000613,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,30,2017S000615,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000616,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000617,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,27,2017S000620,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000621,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,30,2017S000621,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,36,2017S000622,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,44,2017S000623,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,64,2017S000624,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,39,2017S000625,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2017S000626,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,58,2017S000627,Mujer,Peatón,Bicicleta
Desobedecer la señan del semáforo,Herido leve,49,2017S000627,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,34,2017S000628,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,51,2017S000629,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000630,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,31,2017S000630,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,54,2017S000631,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,27,2017S000634,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000635,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000636,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,48,2017S000636,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,53,2017S000637,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,53,2017S000637,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,54,2017S000638,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000639,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000641,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000642,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2017S000643,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2017S000644,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,34,2017S000645,Mujer,Conductor,Bicicleta
Desobedecer la señan del semáforo,Herido leve,71,2017S000645,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,57,2017S000646,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,10,2017S000647,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2017S000647,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,76,2017S000648,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,28,2017S000649,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,18,2017S000650,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,38,2017S000650,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,29,2017S000650,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,20,2017S000651,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,19,2017S000651,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000652,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000653,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2017S000654,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,40,2017S000655,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,23,2017S000656,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,64,2017S000657,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2017S000658,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000659,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,21,2017S000660,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,21,2017S000661,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,25,2017S000661,Hombre,Conductor,Turismo
Desobedecer la señan del semáforo,Herido leve,31,2017S000663,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000664,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,49,2017S000664,Hombre,Pasajero,Furgoneta
No es debido al peatón,Herido leve,20,2017S000664,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,23,2017S000664,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,39,2017S000665,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2017S000667,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,42,2017S000668,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000669,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,45,2017S000670,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000671,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,32,2017S000672,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,48,2017S000673,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2017S000674,Mujer,Peatón,Turismo
Otros,Herido leve,52,2017S000675,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,25,2017S000676,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,42,2017S000677,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2017S000678,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,46,2017S000679,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2017S000680,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2017S000681,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,42,2017S000682,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,35,2017S000683,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2017S000683,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000684,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2017S000685,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,48,2017S000686,Hombre,Conductor,"Camión <= 3,5 Tm"
No es debido al peatón,Herido leve,51,2017S000687,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000688,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2017S000689,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,54,2017S000689,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000690,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2017S000690,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,42,2017S000691,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2017S000693,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,51,2017S000693,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2017S000694,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,30,2017S000695,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,33,2017S000696,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2017S000697,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,50,2017S000697,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,43,2017S000697,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,25,2017S000698,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,39,2017S000698,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,23,2017S000699,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,56,2017S000699,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,6,2017S000700,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,35,2017S000700,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,38,2017S000700,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,57,2017S000701,Mujer,Peatón,Motocicleta
Desobedecer la señan del semáforo,Herido leve,31,2017S000702,Hombre,Conductor,Ciclomotor
Desobedecer la señan del semáforo,Herido leve,70,2017S000702,Hombre,Peatón,Ciclomotor
No es debido al peatón,Herido leve,33,2017S000703,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,66,2017S000703,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000704,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000705,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,19,2017S000706,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,-1,2017S000706,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,56,2017S000707,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,75,2017S000708,Hombre,Peatón,"Camión > 3,5 Tm"
No es debido al peatón,Herido leve,36,2017S000709,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,36,2017S000710,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,66,2017S000711,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,25,2017S000712,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000713,Hombre,Peatón,Furgoneta
No es debido al peatón,Herido leve,25,2017S000714,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000715,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2017S000716,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2017S000717,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2017S000718,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2017S000718,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,31,2017S000721,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,47,2017S000722,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2017S000723,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2017S000724,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2017S000725,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,26,2017S000726,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,27,2017S000726,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,28,2017S000727,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2017S000728,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,18,2017S000729,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,68,2017S000730,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,36,2017S000731,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,33,2017S000732,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000733,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000734,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000735,Mujer,Pasajero,Autobús articulado
No es debido al peatón,Herido leve,29,2017S000735,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,20,2017S000736,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,28,2017S000737,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,48,2017S000741,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,46,2017S000742,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,23,2017S000743,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2017S000745,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2017S000746,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,30,2017S000747,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,26,2017S000747,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2017S000748,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000748,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,58,2017S000749,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,29,2017S000750,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave,23,2017S000751,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,33,2017S000752,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,47,2017S000753,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,26,2017S000754,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2017S000755,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2017S000756,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,37,2017S000757,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2017S000758,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,44,2017S000760,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2017S000762,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2017S000763,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2017S000764,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,37,2017S000765,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,41,2017S000765,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,6,2017S000765,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,20,2017S000766,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,75,2017S000767,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,29,2017S000768,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,44,2017S000769,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,34,2017S000770,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,38,2017S000770,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2017S000771,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2017S000772,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2017S000773,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2017S000773,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2017S000774,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2017S000775,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,51,2017S000775,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,31,2017S000776,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2017S000777,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,28,2017S000779,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,28,2017S000779,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,31,2017S000780,Mujer,Pasajero,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,30,2017S000780,Hombre,Peatón,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,31,2017S000780,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2017S000781,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,24,2017S000782,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,49,2017S000783,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,46,2017S000784,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,87,2017S000785,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,47,2017S000787,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,33,2017S000788,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2017S000789,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2017S000790,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2017S000791,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,23,2017S000792,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2017S000793,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,20,2017S000794,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,48,2017S000795,Hombre,Peatón,Furgoneta
No es debido al peatón,Herido leve,55,2017S000796,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2017S000797,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2017S000798,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2017S000799,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,77,2017S000800,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,27,2017S000801,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2017S000802,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,70,2017S000803,Hombre,Pasajero,Autobús
Cruzar por fuera paso de peatones,Herido leve,17,2017S000804,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,70,2017S000805,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,29,2017S000806,Hombre,Conductor,Motocicleta
